1687851049452|155|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?allowMultiQueries=true&useUnicode=true&characterEncoding=UTF-8&useSSL=false&serverTimezone=Asia/Shanghai&zeroDateTimeBehavior=convertToNull&allowPublicKeyRetrieval=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688368058016|75|statement|connection 8|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order WHERE (id LIKE ? AND status = ? AND payment_status = ? AND sender_name LIKE ? AND sender_phone LIKE ? AND sender_province_id = ? AND sender_city_id = ? AND sender_county_id = ? AND receiver_name LIKE ? AND receiver_phone LIKE ? AND receiver_province_id = ? AND receiver_city_id = ? AND receiver_county_id = ?)|SELECT COUNT(1) FROM dy_order WHERE (id LIKE '%%' AND status = 1 AND payment_status = 0 AND sender_name LIKE '%%' AND sender_phone LIKE '%%' AND sender_province_id = '' AND sender_city_id = '' AND sender_county_id = '' AND receiver_name LIKE '%%' AND receiver_phone LIKE '%%' AND receiver_province_id = '' AND receiver_city_id = '' AND receiver_county_id = '')
1688368098056|65|statement|connection 9|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order WHERE (id LIKE ? AND status = ? AND payment_status = ? AND sender_name LIKE ? AND sender_phone LIKE ? AND sender_province_id = ? AND sender_city_id = ? AND sender_county_id = ? AND receiver_name LIKE ? AND receiver_phone LIKE ? AND receiver_province_id = ? AND receiver_city_id = ? AND receiver_county_id = ?)|SELECT COUNT(1) FROM dy_order WHERE (id LIKE '%%' AND status = 23000 AND payment_status = 0 AND sender_name LIKE '%%' AND sender_phone LIKE '%%' AND sender_province_id = '' AND sender_city_id = '' AND sender_county_id = '' AND receiver_name LIKE '%%' AND receiver_phone LIKE '%%' AND receiver_province_id = '' AND receiver_city_id = '' AND receiver_county_id = '')
1688368226784|58|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status FROM dy_order WHERE id=? |SELECT id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status FROM dy_order WHERE id='1860161376256' 
1688390760486|46|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688457427144|121|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688296210065|42|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688296890454|54|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688306820966|54|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688306899497|84|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM pd_driver_job WHERE id=? |SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM pd_driver_job WHERE id='1' 
1688307050712|59|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688307133506|86|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM pd_driver_job WHERE id=? |SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM pd_driver_job WHERE id='1' 
1688307272150|53|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688307827631|77|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM pd_driver_job WHERE id=? |SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM pd_driver_job WHERE id='1' 
1688349387576|89|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688349437289|93|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM dy_driver_job WHERE id=? |SELECT id,start_agency_id,end_agency_id,status,driver_id,task_transport_id,start_handover,finish_handover,plan_departure_time,actual_departure_time,plan_arrival_time,actual_arrival_time,create_time FROM dy_driver_job WHERE id='1' 
1688389732581|89|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job
1688389735802|64|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688390649612|152|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job
1688390654280|96|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688478451340|52|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688478458341|67|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order WHERE (status = ? AND payment_status = ?)|SELECT COUNT(1) FROM dy_order WHERE (status = 0 AND payment_status = 0)
1688522278368|109|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job
1688522279752|81|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688522281639|161|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( '111656669184', '10', 'dispatchTask', 'transfer', 1, 3, '2023-07-05T09:58:01.440+0800' )
1688522285170|153|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( '126647111680', '10', 'dispatchTask', 'transfer', 1, 1, '2023-07-05T09:58:05.014+0800' )
1688522290141|135|statement|connection 5|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( '147572494336', '10', 'dispatchTask', 'transfer', 1, 1, '2023-07-05T09:58:10.003+0800' )
1688522295212|201|statement|connection 6|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( '168560791552', '10', 'dispatchTask', 'transfer', 1, 2, '2023-07-05T09:58:15.007+0800' )
1688522300166|154|statement|connection 7|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, times, create_date )  VALUES  ( '189532311552', '10', 'dispatchTask', 'transfer', 1, 2, '2023-07-05T09:58:20.007+0800' )
1688522964897|87|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688873074729|170|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job|SELECT  id,creator,create_date,bean_name,params,cron_expression,status,remark,business_id,updater,update_date  FROM schedule_job
1688873077831|173|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, error, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, error, times, create_date )  VALUES  ( '119244083200', '10', 'dispatchTask', 'transfer', 0, 'java.lang.reflect.InvocationTargetException 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) 	at java.lang.reflect.Method.invoke(Method.java:498) 	at com.neu.dy.dispatch.execute.ScheduleJob.executeInternal(ScheduleJob.java:48) 	at org.springframework.scheduling.quartz.QuartzJobBean.execute(QuartzJobBean.java:75) 	at org.quartz.core.JobRunShell.run(JobRunShell.java:202) 	at org.quartz.simpl.SimpleThreadPool$WorkerThread.run(SimpleThreadPool.java:573) Caused by: java.lang.RuntimeException: com.netflix.client.ClientException: Load balancer does not have available server for client: dy-order-server 	at org.springframework.cloud.openfeign.ribbon.LoadBalancerFeignClient.execute(LoadBalancerFeignClient.java:90) 	at feign.SynchronousMethodHandler.executeAndDecode(SynchronousMethodHandler.java:110) 	at feign.SynchronousMethodHandler.invoke(SynchronousMethodHandler.java:80) 	at feign.ReflectiveFeign$FeignInvocationHandler.invoke(ReflectiveFeign.java:103) 	at com.sun.proxy.$Proxy190.list(Unknown Source) 	at com.neu.dy.dispatch.service.impl.TaskOrderClassifyServiceImpl.buildNewOrder(TaskOrderClassifyServiceImpl.java:271) 	at com.neu.dy.dispatch.service.impl.TaskOrderClassifyServiceImpl.execute(TaskOrderClassifyServiceImpl.java:82) 	at com.neu.dy.dispatch.task.DispatchTask.run(DispatchTask.java:38) 	... 8 more Caused by: com.netflix.client.ClientException: Load balancer does not have available server for client: dy-order-server 	at com.netflix.loadbalancer.LoadBalancerContext.getServerFromLoadBalancer(LoadBalancerContext.java:483) 	at com.netflix.loadbalancer.reactive.LoadBalancerCommand$1.call(LoadBalancerCommand.java:184) 	at com.netflix.loadbalancer.reactive.LoadBalancerCommand$1.call(LoadBalancerCommand.java:180) 	at rx.Observable.unsafeSubscribe(Observable.java:10327) 	at rx.internal.operators.OnSubscribeConcatMap.call(OnSubscribeConcatMap.java:94) 	at rx.internal.operators.OnSubscribeConcatMap.call(OnSubscribeConcatMap.java:42) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:48) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:30) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:48) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:30) 	at rx.Observable.subscribe(Observable.java:10423) 	at rx.Observable.subscribe(Observable.java:10390) 	at rx.observables.BlockingObservable.blockForSingle(BlockingObservable.java:443) 	at rx.observables.BlockingObservable.single(BlockingObservable.java:340) 	at com.netflix.client.AbstractLoadBalancerAwareClient.executeWithLoadBalancer(AbstractLoadBalancerAwareClient.java:112) 	at org.springframework.cloud.openfeign.ribbon.LoadBalancerFeignClient.execute(LoadBalancerFeignClient.java:83) 	... 15 more ', 1178, '2023-07-09T11:24:36.392+0800' )
1688873078545|96|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1688873080183|155|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_dispatch?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, error, times, create_date )  VALUES  ( ?, ?, ?, ?, ?, ?, ?, ? )|INSERT INTO schedule_job_log  ( id, job_id, bean_name, params, status, error, times, create_date )  VALUES  ( '134469406720', '10', 'dispatchTask', 'transfer', 0, 'java.lang.reflect.InvocationTargetException 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) 	at java.lang.reflect.Method.invoke(Method.java:498) 	at com.neu.dy.dispatch.execute.ScheduleJob.executeInternal(ScheduleJob.java:48) 	at org.springframework.scheduling.quartz.QuartzJobBean.execute(QuartzJobBean.java:75) 	at org.quartz.core.JobRunShell.run(JobRunShell.java:202) 	at org.quartz.simpl.SimpleThreadPool$WorkerThread.run(SimpleThreadPool.java:573) Caused by: java.lang.RuntimeException: com.netflix.client.ClientException: Load balancer does not have available server for client: dy-order-server 	at org.springframework.cloud.openfeign.ribbon.LoadBalancerFeignClient.execute(LoadBalancerFeignClient.java:90) 	at feign.SynchronousMethodHandler.executeAndDecode(SynchronousMethodHandler.java:110) 	at feign.SynchronousMethodHandler.invoke(SynchronousMethodHandler.java:80) 	at feign.ReflectiveFeign$FeignInvocationHandler.invoke(ReflectiveFeign.java:103) 	at com.sun.proxy.$Proxy190.list(Unknown Source) 	at com.neu.dy.dispatch.service.impl.TaskOrderClassifyServiceImpl.buildNewOrder(TaskOrderClassifyServiceImpl.java:271) 	at com.neu.dy.dispatch.service.impl.TaskOrderClassifyServiceImpl.execute(TaskOrderClassifyServiceImpl.java:82) 	at com.neu.dy.dispatch.task.DispatchTask.run(DispatchTask.java:38) 	... 8 more Caused by: com.netflix.client.ClientException: Load balancer does not have available server for client: dy-order-server 	at com.netflix.loadbalancer.LoadBalancerContext.getServerFromLoadBalancer(LoadBalancerContext.java:483) 	at com.netflix.loadbalancer.reactive.LoadBalancerCommand$1.call(LoadBalancerCommand.java:184) 	at com.netflix.loadbalancer.reactive.LoadBalancerCommand$1.call(LoadBalancerCommand.java:180) 	at rx.Observable.unsafeSubscribe(Observable.java:10327) 	at rx.internal.operators.OnSubscribeConcatMap.call(OnSubscribeConcatMap.java:94) 	at rx.internal.operators.OnSubscribeConcatMap.call(OnSubscribeConcatMap.java:42) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:48) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:30) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:48) 	at rx.internal.operators.OnSubscribeLift.call(OnSubscribeLift.java:30) 	at rx.Observable.subscribe(Observable.java:10423) 	at rx.Observable.subscribe(Observable.java:10390) 	at rx.observables.BlockingObservable.blockForSingle(BlockingObservable.java:443) 	at rx.observables.BlockingObservable.single(BlockingObservable.java:340) 	at com.netflix.client.AbstractLoadBalancerAwareClient.executeWithLoadBalancer(AbstractLoadBalancerAwareClient.java:112) 	at org.springframework.cloud.openfeign.ribbon.LoadBalancerFeignClient.execute(LoadBalancerFeignClient.java:83) 	... 15 more ', 4, '2023-07-09T11:24:40.021+0800' )
